Interference and Diffraction Data File Wed, Mar 30, 2022 4:01 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.01694	0.21030
-0.01694	0.21530
-0.01700	0.22077
-0.01700	0.22737
-0.01700	0.22947
-0.01700	0.22963
-0.01700	0.23559
-0.01700	0.23736
-0.01700	0.24122
-0.01700	0.24654
-0.01700	0.24444
-0.01700	0.24928
-0.01706	0.25459
-0.01706	0.25475
-0.01706	0.25974
-0.01706	0.25846
-0.01706	0.26393
-0.01706	0.26313
-0.01706	0.26554
-0.01706	0.26441
-0.01706	0.26651
-0.01711	0.26377
-0.01711	0.26570
-0.01711	0.26908
-0.01711	0.26812
-0.01711	0.26377
-0.01711	0.26683
-0.01711	0.26941
-0.01711	0.26715
-0.01711	0.26522
-0.01711	0.26538
-0.01711	0.26135
-0.01717	0.26087
-0.01717	0.25797
-0.01717	0.25330
-0.01717	0.25105
-0.01717	0.24992
-0.01717	0.24638
-0.01717	0.24267
-0.01717	0.23865
-0.01717	0.23510
-0.01717	0.23156
-0.01722	0.22882
-0.01722	0.22496
-0.01722	0.21900
-0.01722	0.21304
-0.01722	0.21030
-0.01722	0.20483
-0.01722	0.20016
-0.01722	0.19790
-0.01722	0.19355
-0.01728	0.18695
-0.01728	0.18486
-0.01728	0.17858
-0.01728	0.17358
-0.01728	0.17294
-0.01728	0.16070
-0.01728	0.16279
-0.01728	0.15828
-0.01728	0.15893
-0.01728	0.15539
-0.01733	0.15329
-0.01733	0.15023
-0.01733	0.14878
-0.01733	0.14830
-0.01733	0.14524
-0.01733	0.14524
-0.01733	0.14524
-0.01733	0.14299
-0.01733	0.14588
-0.01733	0.14637
-0.01733	0.14604
-0.01739	0.14943
-0.01739	0.14766
-0.01739	0.15249
-0.01739	0.15957
-0.01739	0.15941
-0.01739	0.16763
-0.01739	0.17165
-0.01739	0.17487
-0.01739	0.18454
-0.01739	0.19146
-0.01744	0.19645
-0.01744	0.20289
-0.01744	0.21320
-0.01744	0.22141
-0.01744	0.23382
-0.01744	0.24509
-0.01744	0.25523
-0.01744	0.26667
-0.01744	0.27617
-0.01744	0.29260
-0.01750	0.30452
-0.01750	0.31466
-0.01750	0.32899
-0.01750	0.33978
-0.01750	0.35363
-0.01750	0.37087
-0.01750	0.38166
-0.01750	0.39438
-0.01750	0.41209
-0.01750	0.42466
-0.01756	0.43529
-0.01756	0.45220
-0.01756	0.46878
-0.01756	0.47957
-0.01756	0.49697
-0.01756	0.51130
-0.01756	0.52644
-0.01756	0.53755
-0.01756	0.55253
-0.01756	0.56751
-0.01756	0.57975
-0.01761	0.59247
-0.01761	0.60632
-0.01761	0.62436
-0.01761	0.63724
-0.01761	0.65173
-0.01761	0.66832
-0.01761	0.67831
-0.01761	0.68861
-0.01761	0.70343
-0.01761	0.71583
-0.01767	0.72195
-0.01767	0.73371
-0.01767	0.73918
-0.01767	0.74595
-0.01767	0.74917
-0.01767	0.75400
-0.01767	0.75432
-0.01767	0.75593
-0.01767	0.76141
-0.01767	0.76076
-0.01772	0.76431
-0.01772	0.76414
-0.01772	0.76076
-0.01772	0.75641
-0.01772	0.75287
-0.01772	0.75448
-0.01772	0.74836
-0.01772	0.74756
-0.01772	0.74788
-0.01772	0.73805
-0.01772	0.73226
-0.01778	0.72646
-0.01778	0.71696
-0.01778	0.71052
-0.01778	0.70230
-0.01778	0.69473
-0.01778	0.68362
-0.01778	0.66961
-0.01778	0.65769
-0.01778	0.64127
-0.01778	0.62790
-0.01783	0.61179
-0.01783	0.59955
-0.01783	0.58168
-0.01783	0.56155
-0.01783	0.54254
-0.01783	0.52644
-0.01783	0.50679
-0.01783	0.48698
-0.01783	0.46862
-0.01783	0.45091
-0.01789	0.43609
-0.01789	0.41000
-0.01789	0.39277
-0.01789	0.37908
-0.01789	0.36314
-0.01789	0.33995
-0.01789	0.32867
-0.01789	0.31096
-0.01789	0.29534
-0.01789	0.28165
-0.01794	0.26764
-0.01794	0.25153
-0.01794	0.23865
-0.01794	0.22915
-0.01794	0.21900
-0.01794	0.20644
-0.01794	0.19468
-0.01794	0.18888
-0.01794	0.18067
-0.01794	0.17842
-0.01794	0.17181
-0.01800	0.16312
-0.01800	0.16215
-0.01800	0.15941
-0.01800	0.16038
-0.01800	0.16038
-0.01800	0.16038
-0.01800	0.16022
-0.01800	0.16151
-0.01800	0.16634
-0.01800	0.17455
-0.01806	0.17986
-0.01806	0.19436
-0.01806	0.19983
-0.01806	0.20869
-0.01806	0.21997
-0.01806	0.23752
-0.01806	0.25234
-0.01806	0.26393
-0.01806	0.28229
-0.01806	0.29759
-0.01806	0.31321
-0.01811	0.33866
-0.01811	0.35669
-0.01811	0.37328
-0.01811	0.39341
-0.01811	0.41660
-0.01811	0.44012
-0.01811	0.45252
-0.01811	0.48022
-0.01811	0.50067
-0.01811	0.52531
-0.01817	0.53997
-0.01817	0.57121
-0.01817	0.59263
-0.01817	0.60777
-0.01817	0.63450
-0.01817	0.65721
-0.01817	0.68153
-0.01817	0.70101
-0.01817	0.72614
-0.01817	0.74273
-0.01817	0.76479
-0.01822	0.78460
-0.01822	0.80682
-0.01822	0.82985
-0.01822	0.84918
-0.01822	0.86754
-0.01822	0.89073
-0.01822	0.91166
-0.01822	0.92407
-0.01822	0.94146
-0.01822	0.95434
-0.01828	0.97238
-0.01828	0.98269
-0.01828	0.99879
-0.01828	1.00878
-0.01828	1.01618
-0.01828	1.03068
-0.01828	1.04147
-0.01828	1.04453
-0.01828	1.05162
-0.01828	1.05773
-0.01828	1.05902
-0.01833	1.06385
-0.01833	1.06482
-0.01833	1.06241
-0.01833	1.06112
-0.01833	1.05435
-0.01833	1.05323
-0.01833	1.04276
-0.01833	1.03567
-0.01833	1.02681
-0.01833	1.01635
-0.01839	1.00491
-0.01839	0.99267
-0.01839	0.98188
-0.01839	0.96304
-0.01839	0.95193
-0.01839	0.93759
-0.01839	0.92133
-0.01839	0.90426
-0.01839	0.88670
-0.01839	0.86383
-0.01839	0.84274
-0.01844	0.81842
-0.01844	0.79458
-0.01844	0.77703
-0.01844	0.74707
-0.01844	0.72018
-0.01844	0.69441
-0.01844	0.66365
-0.01844	0.64143
-0.01844	0.61308
-0.01844	0.57910
-0.01850	0.55510
-0.01850	0.53449
-0.01850	0.50711
-0.01850	0.48569
-0.01850	0.46653
-0.01850	0.44108
-0.01850	0.41983
-0.01850	0.40195
-0.01850	0.37312
-0.01850	0.35315
-0.01856	0.33366
-0.01856	0.31885
-0.01856	0.30194
-0.01856	0.29147
-0.01856	0.27698
-0.01856	0.26635
-0.01856	0.25507
-0.01856	0.24316
-0.01856	0.23333
-0.01856	0.22319
-0.01856	0.21481
-0.01861	0.20241
-0.01861	0.19065
-0.01861	0.18437
-0.01861	0.16827
-0.01861	0.16295
-0.01861	0.15619
-0.01861	0.15265
-0.01861	0.14621
-0.01861	0.14234
-0.01861	0.13831
-0.01867	0.13606
-0.01867	0.13880
-0.01867	0.13654
-0.01867	0.13751
-0.01867	0.13928
-0.01867	0.14460
-0.01867	0.14669
-0.01867	0.15168
-0.01867	0.16118
-0.01867	0.16714
-0.01872	0.17697
-0.01872	0.19049
-0.01872	0.19726
-0.01872	0.21240
-0.01872	0.21964
-0.01872	0.23832
-0.01872	0.25411
-0.01872	0.26474
-0.01872	0.28229
-0.01872	0.30146
-0.01872	0.31804
-0.01878	0.33834
-0.01878	0.35959
-0.01878	0.38198
-0.01878	0.39953
-0.01878	0.41870
-0.01878	0.44318
-0.01878	0.45944
-0.01878	0.47716
-0.01878	0.49987
-0.01878	0.52177
-0.01883	0.53932
-0.01883	0.56509
-0.01883	0.58860
-0.01883	0.60245
-0.01883	0.64078
-0.01883	0.65850
-0.01883	0.68346
-0.01883	0.70311
-0.01883	0.72501
-0.01883	0.73725
-0.01889	0.75287
-0.01889	0.76495
-0.01889	0.78299
-0.01889	0.79378
-0.01889	0.80392
-0.01889	0.81471
-0.01889	0.81761
-0.01889	0.83307
-0.01889	0.83227
-0.01889	0.83887
-0.01889	0.84386
-0.01894	0.84338
-0.01894	0.84708
-0.01894	0.84902
-0.01894	0.84708
-0.01894	0.84467
-0.01894	0.84129
-0.01894	0.83984
-0.01894	0.83372
-0.01894	0.83082
-0.01894	0.82309
-0.01900	0.81938
-0.01900	0.81004
-0.01900	0.80022
-0.01900	0.79426
-0.01900	0.78476
-0.01900	0.77445
-0.01900	0.75883
-0.01900	0.74933
-0.01900	0.73612
-0.01900	0.72630
-0.01900	0.71019
-0.01906	0.69634
-0.01906	0.67895
-0.01906	0.66172
-0.01906	0.64159
-0.01906	0.62452
-0.01906	0.60664
-0.01906	0.59247
-0.01906	0.57830
-0.01906	0.56058
-0.01911	0.54335
-0.01911	0.52370
-0.01911	0.50276
-0.01911	0.48457
-0.01911	0.46041
-0.01911	0.44624
-0.01911	0.42562
-0.01911	0.41097
-0.01911	0.39857
-0.01911	0.37892
-0.01911	0.36571
-0.01917	0.34784
-0.01917	0.32819
-0.01917	0.31096
-0.01917	0.29791
-0.01917	0.28358
-0.01917	0.26876
-0.01917	0.25894
-0.01917	0.24606
-0.01917	0.23285
-0.01917	0.22367
-0.01922	0.21304
-0.01922	0.20064
-0.01922	0.19565
-0.01922	0.19291
-0.01922	0.17986
-0.01922	0.17407
-0.01922	0.17230
-0.01922	0.15989
-0.01922	0.15329
-0.01922	0.14460
-0.01928	0.14218
-0.01928	0.13703
-0.01928	0.12817
-0.01928	0.12463
-0.01928	0.12157
-0.01928	0.11963
-0.01928	0.11722
-0.01928	0.11416
-0.01928	0.11319
-0.01928	0.11190
-0.01933	0.11142
-0.01933	0.11432
-0.01933	0.11545
-0.01933	0.11512
-0.01933	0.11142
-0.01933	0.11690
-0.01933	0.11931
-0.01933	0.12157
-0.01933	0.12350
-0.01933	0.12624
-0.01939	0.13187
-0.01939	0.13397
-0.01939	0.13735
-0.01939	0.14347
-0.01939	0.14604
-0.01939	0.15506
-0.01939	0.15925
-0.01939	0.16231
-0.01939	0.16730
-0.01939	0.17503
-0.01939	0.17890
-0.01944	0.18502
-0.01944	0.19178
-0.01944	0.19677
-0.01944	0.21095
-0.01944	0.22077
-0.01944	0.23108
-0.01944	0.24332
-0.01944	0.25089
-0.01944	0.25974
-0.01950	0.26780
-0.01950	0.27327
-0.01950	0.28245
-0.01950	0.28889
-0.01950	0.29630
-0.01950	0.29614
-0.01950	0.30484
-0.01950	0.30967
-0.01950	0.31853
-0.01950	0.31820
-0.01956	0.32545
-0.01956	0.33254
-0.01956	0.33624
-0.01956	0.34333
-0.01956	0.34510
-0.01956	0.34639
-0.01956	0.34478
-0.01956	0.34977
-0.01956	0.35299
-0.01956	0.35863
-0.01961	0.35943
-0.01961	0.35782
-0.01961	0.35895
-0.01961	0.35895
-0.01961	0.36475
-0.01961	0.35943
-0.01961	0.35782
-0.01961	0.35927
-0.01961	0.35589
-0.01961	0.35863
-0.01961	0.35766
-0.01967	0.35621
-0.01967	0.35476
-0.01967	0.35041
-0.01967	0.34558
-0.01967	0.34478
-0.01967	0.33978
-0.01967	0.33592
-0.01967	0.32722
-0.01967	0.32787
-0.01972	0.32851
-0.01972	0.31611
-0.01972	0.31160
-0.01972	0.31064
-0.01972	0.30419
-0.01972	0.30162
-0.01972	0.29453
-0.01972	0.28938
-0.01972	0.27939
-0.01972	0.27376
-0.01978	0.26941
-0.01978	0.26007
-0.01978	0.25910
-0.01978	0.25250
-0.01978	0.24783
-0.01978	0.23736
-0.01978	0.23349
-0.01978	0.22737
-0.01978	0.22335
-0.01978	0.21868
-0.01983	0.21062
-0.01983	0.20644
-0.01983	0.20177
-0.01983	0.19806
-0.01983	0.19178
-0.01983	0.18454
-0.01983	0.17874
-0.01983	0.17455
-0.01983	0.17439
-0.01983	0.16698
-0.01983	0.16424
-0.01989	0.15700
-0.01989	0.15700
-0.01989	0.14959
-0.01989	0.14411
-0.01989	0.14057
-0.01989	0.14170
-0.01989	0.13493
-0.01989	0.13107
-0.01989	0.12849
-0.01989	0.12511
-0.01994	0.12253
-0.01994	0.12205
-0.01994	0.11673
-0.01994	0.11110
-0.01994	0.10981
-0.01994	0.10675
-0.01994	0.10594
-0.01994	0.10498
-0.01994	0.10031
-0.01994	0.10482
-0.02000	0.10031
-0.02000	0.09628
-0.02000	0.09596
-0.02000	0.09242
-0.02000	0.09209
-0.02000	0.09274
-0.02000	0.09129
-0.02000	0.09064
-0.02000	0.09048
-0.02000	0.08775
-0.02006	0.08726
-0.02006	0.08855
-0.02006	0.08646
-0.02006	0.08501
-0.02006	0.08694
-0.02006	0.08887
-0.02006	0.08082
-0.02006	0.08501
-0.02006	0.08147
-0.02006	0.08211
-0.02006	0.08404
-0.02011	0.08211
-0.02011	0.08308
-0.02011	0.08388
-0.02011	0.08098
-0.02011	0.08356
-0.02011	0.08002
-0.02011	0.08179
-0.02011	0.08259
-0.02011	0.07760
-0.02011	0.07889
-0.02017	0.07792
-0.02017	0.08066
-0.02017	0.07905
-0.02017	0.08372
-0.02017	0.08291
-0.02017	0.08340
-0.02017	0.08163
-0.02017	0.08018
-0.02017	0.07760
-0.02017	0.07615
-0.02022	0.07953
-0.02022	0.08050
-0.02022	0.08018
-0.02022	0.08211
-0.02022	0.08098
-0.02022	0.08002
-0.02022	0.08452
-0.02022	0.08002
-0.02022	0.08050
-0.02022	0.07921
-0.02022	0.07615
-0.02028	0.07985
-0.02028	0.07905
-0.02028	0.07921
-0.02028	0.08050
-0.02028	0.07792
-0.02028	0.08018
-0.02028	0.07760
-0.02028	0.08066
-0.02028	0.08420
-0.02028	0.08324
-0.02033	0.08130
-0.02033	0.08034
-0.02033	0.07921
-0.02033	0.08179
-0.02033	0.08436
-0.02033	0.08436
-0.02033	0.08243
-0.02033	0.08098
-0.02033	0.08147
-0.02033	0.08469
-0.02039	0.08630
-0.02039	0.08630
-0.02039	0.08324
-0.02039	0.08404
-0.02039	0.08565
-0.02039	0.08936
-0.02039	0.08936
-0.02039	0.08807
-0.02039	0.08517
-0.02039	0.08791
-0.02044	0.08630
-0.02044	0.08597
-0.02044	0.08807
-0.02044	0.09064
-0.02044	0.08662
-0.02044	0.08984
-0.02044	0.09081
-0.02044	0.09193
-0.02044	0.08903
-0.02044	0.08581
-0.02044	0.09016
-0.02050	0.08839
-0.02050	0.08742
-0.02050	0.08871
-0.02050	0.08340
-0.02050	0.08646
-0.02050	0.08823
-0.02050	0.08452
-0.02050	0.08791
-0.02050	0.08855
-0.02050	0.08356
