Interference and Diffraction Data File Wed, Mar 30, 2022 4:08 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.01217	0.02059
0.01217	0.01801
0.01217	0.01946
0.01217	0.02365
0.01217	0.01866
0.01217	0.01656
0.01217	0.01962
0.01217	0.01930
0.01222	0.02172
0.01222	0.02027
0.01222	0.02333
0.01222	0.02043
0.01222	0.02252
0.01222	0.02220
0.01222	0.01866
0.01222	0.02091
0.01222	0.02349
0.01222	0.02429
0.01222	0.02043
0.01228	0.01995
0.01228	0.02301
0.01228	0.02510
0.01228	0.02107
0.01228	0.02542
0.01228	0.02478
0.01228	0.02542
0.01228	0.02462
0.01228	0.02349
0.01228	0.02719
0.01233	0.02574
0.01233	0.02590
0.01233	0.02365
0.01233	0.02397
0.01233	0.02719
0.01233	0.02349
0.01233	0.02896
0.01233	0.02542
0.01233	0.02816
0.01233	0.02703
0.01239	0.02574
0.01239	0.02397
0.01239	0.02687
0.01239	0.02478
0.01239	0.02574
0.01239	0.02590
0.01239	0.02510
0.01239	0.02784
0.01239	0.02687
0.01239	0.02832
0.01239	0.02574
0.01244	0.02558
0.01244	0.02800
0.01244	0.02639
0.01244	0.02832
0.01244	0.02929
0.01244	0.02719
0.01244	0.02590
0.01244	0.02784
0.01244	0.02606
0.01244	0.02719
0.01250	0.02623
0.01250	0.02768
0.01250	0.02429
0.01250	0.02784
0.01250	0.02703
0.01250	0.02639
0.01250	0.02687
0.01250	0.02864
0.01250	0.02816
0.01250	0.02574
0.01256	0.02912
0.01256	0.02462
0.01256	0.02494
0.01256	0.02574
0.01256	0.02880
0.01256	0.02703
0.01256	0.02429
0.01256	0.02896
0.01256	0.02590
0.01256	0.02816
0.01261	0.02703
0.01261	0.02478
0.01261	0.02880
0.01261	0.03154
0.01261	0.02510
0.01261	0.02687
0.01261	0.02445
0.01261	0.02703
0.01261	0.02719
0.01261	0.02494
0.01261	0.02671
0.01261	0.02735
0.01267	0.02510
0.01267	0.02687
0.01267	0.02735
0.01267	0.02156
0.01267	0.02445
0.01267	0.02381
0.01267	0.02268
0.01267	0.02236
0.01267	0.02429
0.01267	0.02478
0.01272	0.02397
0.01272	0.02204
0.01272	0.02558
0.01272	0.02365
0.01272	0.02478
0.01272	0.02107
0.01272	0.01801
0.01272	0.02027
0.01272	0.02172
0.01272	0.02349
0.01278	0.02268
0.01278	0.02445
0.01278	0.01978
0.01278	0.01801
0.01278	0.02236
0.01278	0.02011
0.01278	0.02011
0.01278	0.02268
0.01278	0.02397
0.01278	0.01962
0.01283	0.01995
0.01283	0.01866
0.01283	0.02027
0.01283	0.01769
0.01283	0.01946
0.01283	0.02011
0.01283	0.01866
0.01283	0.01560
0.01283	0.01721
0.01283	0.01705
0.01283	0.01689
0.01289	0.01689
0.01289	0.01592
0.01289	0.01640
0.01289	0.01334
0.01289	0.01592
0.01289	0.01286
0.01289	0.01334
0.01289	0.01576
0.01289	0.01350
0.01289	0.01495
0.01294	0.01447
0.01294	0.01221
0.01294	0.01270
0.01294	0.01221
0.01294	0.01044
0.01294	0.01366
0.01294	0.01125
0.01294	0.00883
0.01294	0.00964
0.01294	0.01012
0.01300	0.00915
0.01300	0.00996
0.01300	0.00787
0.01300	0.01350
0.01300	0.00899
0.01300	0.01044
0.01300	0.00980
0.01300	0.00867
0.01300	0.00754
0.01300	0.01060
0.01300	0.00610
0.01306	0.00674
0.01306	0.00883
0.01306	0.00915
0.01306	0.00384
0.01306	0.00690
0.01306	0.00835
0.01306	0.00513
0.01306	0.00513
0.01306	0.00593
0.01306	0.00352
0.01311	0.00690
0.01311	0.00352
0.01311	0.00658
0.01311	0.00593
0.01311	0.00094
0.01311	0.00545
0.01311	0.00207
0.01311	0.00352
0.01311	0.00384
0.01311	0.00658
0.01317	0.00239
0.01317	0.00851
0.01317	0.00207
0.01317	0.00336
0.01317	0.00304
0.01317	-0.00019
0.01317	0.00062
0.01317	0.00110
0.01317	0.00271
0.01317	0.00368
0.01317	-0.00099
0.01322	0.00384
0.01322	-0.00051
0.01322	0.00207
0.01322	-0.00002
0.01322	0.00030
0.01322	0.00255
0.01322	-0.00002
0.01322	-0.00389
0.01322	0.00352
0.01322	0.00159
0.01322	-0.00115
0.01328	-0.00131
0.01328	0.00368
0.01328	0.00191
0.01328	0.00287
0.01328	0.00078
0.01328	0.00223
0.01328	0.00384
0.01328	0.00078
0.01328	0.00400
0.01328	0.00223
0.01333	0.00513
0.01333	0.00320
0.01333	0.00448
0.01333	0.00078
0.01333	0.00497
0.01333	0.00094
0.01333	0.00577
0.01333	0.00448
0.01333	0.00336
0.01333	0.00142
0.01339	0.00481
0.01339	0.00352
0.01339	0.00561
0.01339	0.00481
0.01339	0.00223
0.01339	0.00610
0.01339	0.00787
0.01339	0.00545
0.01339	0.00255
0.01339	0.00465
0.01344	0.00738
0.01344	0.00932
0.01344	0.00980
0.01344	0.00835
0.01344	0.00626
0.01344	0.00738
0.01344	0.01077
0.01344	0.01238
0.01344	0.01157
0.01344	0.01125
0.01344	0.01447
0.01350	0.01286
0.01350	0.01189
0.01350	0.01608
0.01350	0.01672
0.01350	0.01334
0.01350	0.01415
0.01350	0.01383
0.01350	0.01576
0.01350	0.02059
0.01350	0.01592
0.01356	0.01817
0.01356	0.02188
0.01356	0.02156
0.01356	0.02333
0.01356	0.02574
0.01356	0.02220
0.01356	0.02478
0.01356	0.02977
0.01356	0.03009
0.01356	0.02623
0.01361	0.03428
0.01361	0.03299
0.01361	0.03444
0.01361	0.03444
0.01361	0.03734
0.01361	0.03782
0.01361	0.03943
0.01361	0.03686
0.01361	0.04314
0.01361	0.04281
0.01361	0.04088
0.01367	0.04378
0.01367	0.04813
0.01367	0.04893
0.01367	0.04813
0.01367	0.04990
0.01367	0.04990
0.01367	0.04990
0.01367	0.05586
0.01367	0.05457
0.01367	0.05699
0.01372	0.05844
0.01372	0.05860
0.01372	0.06133
0.01372	0.06053
0.01372	0.06311
0.01372	0.06665
0.01372	0.06681
0.01372	0.07051
0.01372	0.07212
0.01372	0.07212
0.01378	0.07132
0.01378	0.07824
0.01378	0.07647
0.01378	0.07905
0.01378	0.08291
0.01378	0.08211
0.01378	0.08163
0.01378	0.08565
0.01378	0.08871
0.01378	0.09048
0.01383	0.09290
0.01383	0.09274
0.01383	0.09435
0.01383	0.09918
0.01383	0.10433
0.01383	0.10176
0.01383	0.10498
0.01383	0.10337
0.01383	0.10739
0.01383	0.10997
0.01389	0.11319
0.01389	0.11786
0.01389	0.11545
0.01389	0.11899
0.01389	0.11802
0.01389	0.12495
0.01389	0.12656
0.01389	0.13123
0.01389	0.13219
0.01389	0.13332
0.01394	0.13606
0.01394	0.14266
0.01394	0.14315
0.01394	0.14588
0.01394	0.15023
0.01394	0.15410
0.01394	0.15571
0.01394	0.15925
0.01394	0.15893
0.01394	0.16183
0.01400	0.16634
0.01400	0.16907
0.01400	0.17310
0.01400	0.17842
0.01400	0.17697
0.01400	0.18035
0.01400	0.18405
0.01400	0.18856
0.01400	0.18872
0.01400	0.19549
0.01406	0.19839
0.01406	0.19774
0.01406	0.20193
0.01406	0.20612
0.01406	0.20918
0.01406	0.21336
0.01406	0.21642
0.01406	0.21610
0.01406	0.22045
0.01406	0.22254
0.01406	0.22979
0.01411	0.23188
0.01411	0.23221
0.01411	0.23607
0.01411	0.23865
0.01411	0.24444
0.01411	0.24670
0.01411	0.25153
0.01411	0.25250
0.01411	0.25878
0.01411	0.25991
0.01417	0.26731
0.01417	0.27070
0.01417	0.27408
0.01417	0.27665
0.01417	0.28165
0.01417	0.28422
0.01417	0.28938
0.01417	0.29228
0.01417	0.29904
0.01422	0.29840
0.01422	0.30162
0.01422	0.30613
0.01422	0.31563
0.01422	0.31563
0.01422	0.32014
0.01422	0.32207
0.01422	0.32787
0.01422	0.33028
0.01422	0.33302
0.01428	0.33946
0.01428	0.34140
0.01428	0.34961
0.01428	0.35041
0.01428	0.35959
0.01428	0.35943
0.01428	0.36040
0.01428	0.36845
0.01428	0.36732
0.01428	0.37167
0.01428	0.37586
0.01433	0.37827
0.01433	0.38601
0.01433	0.38552
0.01433	0.39277
0.01433	0.39663
0.01433	0.39792
0.01433	0.40308
0.01433	0.41306
0.01433	0.41596
0.01439	0.41628
0.01439	0.42127
0.01439	0.42611
0.01439	0.42852
0.01439	0.43303
0.01439	0.43802
0.01439	0.44382
0.01439	0.45187
0.01439	0.45220
0.01439	0.45735
0.01444	0.46411
0.01444	0.46862
0.01444	0.47023
0.01444	0.47619
0.01444	0.48118
0.01444	0.48457
0.01444	0.49149
0.01444	0.49552
0.01444	0.49648
0.01444	0.50180
0.01444	0.50905
0.01450	0.50985
0.01450	0.51372
0.01450	0.52000
0.01450	0.52177
0.01450	0.52499
0.01450	0.52660
0.01450	0.53127
0.01450	0.53417
0.01450	0.53948
0.01450	0.54431
0.01456	0.54786
0.01456	0.55398
0.01456	0.55865
0.01456	0.56445
0.01456	0.56477
0.01456	0.57137
0.01456	0.56831
0.01456	0.57588
0.01456	0.58119
0.01456	0.58538
0.01461	0.59102
0.01461	0.59440
0.01461	0.60020
0.01461	0.60197
0.01461	0.60583
0.01461	0.60712
0.01461	0.61550
0.01461	0.61872
0.01461	0.62226
0.01461	0.62355
0.01467	0.62806
0.01467	0.63015
0.01467	0.63772
0.01467	0.63965
0.01467	0.64449
0.01467	0.64739
0.01467	0.65173
0.01467	0.65608
0.01467	0.65640
0.01467	0.66156
0.01467	0.66462
0.01472	0.66816
0.01472	0.67154
0.01472	0.67621
0.01472	0.67782
0.01472	0.68169
0.01472	0.68153
0.01472	0.68298
0.01472	0.68974
0.01472	0.69377
0.01472	0.69715
0.01478	0.70150
0.01478	0.70440
0.01478	0.71116
0.01478	0.71052
0.01478	0.71503
0.01478	0.71857
0.01478	0.72324
0.01478	0.72549
0.01478	0.73000
0.01478	0.72936
0.01483	0.73258
0.01483	0.73548
0.01483	0.73967
0.01483	0.74273
0.01483	0.74611
0.01483	0.74562
0.01483	0.75239
0.01483	0.75674
0.01483	0.75722
0.01483	0.76028
0.01483	0.76511
0.01489	0.76640
0.01489	0.76817
0.01489	0.77542
0.01489	0.77832
0.01489	0.77848
0.01489	0.78315
0.01489	0.78621
0.01489	0.78846
0.01489	0.78734
0.01489	0.78878
0.01489	0.79539
0.01494	0.79877
0.01494	0.80006
0.01494	0.80054
0.01494	0.80473
0.01494	0.80328
0.01494	0.80650
0.01494	0.80747
0.01494	0.81004
0.01494	0.81407
0.01494	0.81359
0.01500	0.82099
0.01500	0.82180
0.01500	0.82148
0.01500	0.82341
0.01500	0.82244
0.01500	0.82921
0.01500	0.83001
0.01500	0.83356
0.01500	0.83855
0.01500	0.84257
0.01506	0.83951
0.01506	0.84547
0.01506	0.84853
0.01506	0.84950
0.01506	0.85192
0.01506	0.85111
0.01506	0.85594
0.01506	0.85755
0.01506	0.86303
0.01506	0.86013
0.01511	0.85997
0.01511	0.86705
0.01511	0.86657
0.01511	0.86528
0.01511	0.86303
0.01511	0.86722
0.01511	0.86818
0.01511	0.86528
0.01511	0.86544
0.01511	0.86560
0.01511	0.86351
0.01511	0.86222
0.01517	0.86770
0.01517	0.86448
0.01517	0.86238
0.01517	0.86399
0.01517	0.86560
0.01517	0.86271
0.01517	0.86303
0.01517	0.86271
0.01517	0.86480
0.01517	0.86142
0.01522	0.86271
0.01522	0.86271
0.01522	0.86190
0.01522	0.86110
0.01522	0.85852
0.01522	0.86158
0.01522	0.86432
0.01522	0.86544
0.01522	0.86319
0.01522	0.86480
0.01528	0.86705
0.01528	0.86303
0.01528	0.86222
0.01528	0.86174
0.01528	0.86689
0.01528	0.86512
0.01528	0.86528
0.01528	0.86351
0.01528	0.86319
0.01528	0.86222
0.01533	0.86126
0.01533	0.86303
0.01533	0.86609
0.01533	0.86512
0.01533	0.86416
0.01533	0.86110
0.01533	0.86093
0.01533	0.85755
0.01533	0.86351
0.01533	0.86077
0.01533	0.86480
0.01539	0.86126
0.01539	0.86029
0.01539	0.86174
0.01539	0.86480
0.01539	0.85884
0.01539	0.86110
0.01539	0.86287
0.01539	0.86158
0.01539	0.85965
0.01539	0.86416
0.01544	0.85562
0.01544	0.85868
0.01544	0.85900
0.01544	0.85691
0.01544	0.85723
0.01544	0.85787
0.01544	0.86142
0.01544	0.85659
0.01544	0.85498
0.01544	0.85498
0.01550	0.85514
0.01550	0.85433
0.01550	0.84853
0.01550	0.84741
0.01550	0.85127
0.01550	0.84708
0.01550	0.84225
0.01550	0.84129
0.01550	0.84016
0.01550	0.83774
0.01550	0.83259
0.01556	0.83211
0.01556	0.82647
0.01556	0.82679
0.01556	0.82438
0.01556	0.82309
0.01556	0.81971
0.01556	0.81246
0.01556	0.80875
0.01556	0.80924
0.01556	0.81004
0.01556	0.80586
0.01561	0.80022
0.01561	0.80199
0.01561	0.79764
0.01561	0.79587
0.01561	0.79410
0.01561	0.79136
0.01561	0.78750
0.01561	0.78186
0.01561	0.77961
0.01561	0.77655
0.01567	0.77349
0.01567	0.77461
0.01567	0.77236
0.01567	0.77075
0.01567	0.76865
0.01567	0.76527
0.01567	0.76189
0.01567	0.76108
0.01567	0.75674
0.01567	0.75416
0.01572	0.74836
0.01572	0.74788
0.01572	0.74466
0.01572	0.74385
0.01572	0.73870
0.01572	0.73596
0.01572	0.73177
0.01572	0.72582
0.01572	0.72839
0.01572	0.72243
0.01572	0.71970
0.01578	0.71583
0.01578	0.71245
0.01578	0.71229
0.01578	0.71261
0.01578	0.70617
0.01578	0.70456
0.01578	0.69763
0.01578	0.69956
0.01578	0.69409
0.01578	0.69183
0.01583	0.68700
0.01583	0.68314
0.01583	0.67976
0.01583	0.67331
0.01583	0.67460
0.01583	0.66607
0.01583	0.66478
0.01583	0.65656
0.01583	0.65689
0.01583	0.65367
0.01589	0.64755
0.01589	0.64642
0.01589	0.64352
0.01589	0.63869
0.01589	0.63788
0.01589	0.63273
0.01589	0.63225
0.01589	0.62758
0.01589	0.62452
0.01589	0.61695
0.01589	0.61389
0.01594	0.61324
0.01594	0.60616
0.01594	0.60326
0.01594	0.59762
0.01594	0.59086
0.01594	0.59327
0.01594	0.59102
0.01594	0.58586
0.01594	0.57958
0.01594	0.57781
0.01594	0.57669
0.01600	0.57169
0.01600	0.56863
0.01600	0.56686
0.01600	0.56026
0.01600	0.55591
0.01600	0.55430
0.01600	0.55108
0.01600	0.54399
0.01600	0.53836
0.01600	0.53481
0.01606	0.53336
0.01606	0.52418
0.01606	0.51661
0.01606	0.51984
0.01606	0.51549
0.01606	0.50937
0.01606	0.50953
0.01606	0.49874
0.01606	0.49842
0.01606	0.49214
0.01611	0.48908
0.01611	0.48537
0.01611	0.48038
0.01611	0.47732
0.01611	0.47796
0.01611	0.47168
0.01611	0.46669
0.01611	0.46218
0.01611	0.45799
0.01611	0.45332
0.01617	0.45042
0.01617	0.44881
0.01617	0.44157
0.01617	0.43931
0.01617	0.43545
0.01617	0.43094
0.01617	0.42756
0.01617	0.42176
0.01617	0.41838
0.01617	0.41435
0.01617	0.41097
0.01622	0.40710
0.01622	0.40211
0.01622	0.39470
0.01622	0.39567
0.01622	0.38826
0.01622	0.38456
0.01622	0.38262
0.01622	0.37538
0.01622	0.37280
0.01628	0.36942
0.01628	0.36169
0.01628	0.36088
0.01628	0.35396
0.01628	0.35025
0.01628	0.34735
0.01628	0.33978
0.01628	0.34301
0.01628	0.33753
0.01628	0.33109
0.01633	0.32867
0.01633	0.32368
0.01633	0.32432
0.01633	0.31531
0.01633	0.31402
0.01633	0.30822
0.01633	0.30886
0.01633	0.30242
0.01633	0.29952
0.01633	0.29389
0.01633	0.29356
0.01639	0.28712
0.01639	0.28583
0.01639	0.28374
0.01639	0.28004
0.01639	0.27843
0.01639	0.27327
0.01639	0.26989
0.01639	0.26441
0.01639	0.26135
0.01639	0.25813
0.01644	0.24928
0.01644	0.25234
0.01644	0.24557
0.01644	0.24589
0.01644	0.24026
0.01644	0.23704
0.01644	0.23172
0.01644	0.22625
0.01644	0.22415
0.01644	0.22238
0.01650	0.21819
0.01650	0.21948
0.01650	0.21304
0.01650	0.20901
0.01650	0.21159
0.01650	0.20660
0.01650	0.20499
0.01650	0.20289
0.01650	0.19855
0.01650	0.19291
0.01656	0.19210
0.01656	0.18743
0.01656	0.18631
0.01656	0.18099
0.01656	0.17777
0.01656	0.17149
0.01656	0.17133
0.01656	0.16924
0.01656	0.16875
0.01656	0.16730
0.01661	0.16312
0.01661	0.15909
0.01661	0.15490
0.01661	0.15394
0.01661	0.15361
0.01661	0.14878
0.01661	0.14927
0.01661	0.13590
0.01661	0.13912
0.01661	0.13606
0.01667	0.13912
0.01667	0.13268
0.01667	0.13139
0.01667	0.12575
0.01667	0.12366
0.01667	0.12302
0.01667	0.12205
0.01667	0.11496
0.01667	0.11802
0.01667	0.11496
0.01672	0.10836
0.01672	0.10739
0.01672	0.10804
0.01672	0.10594
0.01672	0.09934
0.01672	0.10095
0.01672	0.09676
0.01672	0.09306
0.01672	0.09693
0.01672	0.09274
0.01678	0.09338
0.01678	0.08775
0.01678	0.08694
0.01678	0.08549
0.01678	0.07873
0.01678	0.08002
0.01678	0.08147
0.01678	0.07824
0.01678	0.07744
0.01678	0.07277
0.01683	0.06955
0.01683	0.07019
0.01683	0.06713
0.01683	0.06617
0.01683	0.06311
0.01683	0.06617
0.01683	0.06294
0.01683	0.05715
0.01683	0.05876
0.01683	0.05457
0.01689	0.05360
0.01689	0.05151
0.01689	0.04813
0.01689	0.04909
0.01689	0.04620
0.01689	0.05199
0.01689	0.04459
0.01689	0.04281
0.01689	0.04072
0.01689	0.03991
0.01694	0.03847
0.01694	0.03524
0.01694	0.03541
0.01694	0.03750
0.01694	0.03363
0.01694	0.03138
0.01694	0.03090
0.01694	0.02606
0.01694	0.02896
0.01694	0.02639
0.01700	0.02590
0.01700	0.02590
0.01700	0.02349
0.01700	0.02413
0.01700	0.02590
0.01700	0.02268
0.01700	0.01978
0.01700	0.01753
0.01700	0.01672
0.01700	0.02139
0.01700	0.01721
0.01706	0.01705
0.01706	0.01689
0.01706	0.01286
0.01706	0.01769
0.01706	0.01254
0.01706	0.01560
0.01706	0.01189
0.01706	0.01189
0.01706	0.01350
0.01706	0.01044
0.01711	0.01093
0.01711	0.00787
0.01711	0.00642
0.01711	0.00851
0.01711	0.00674
0.01711	0.00738
0.01711	0.00561
0.01711	0.00738
0.01711	0.00642
0.01711	0.00674
0.01711	0.00577
0.01717	0.00352
0.01717	0.00529
0.01717	0.00368
0.01717	0.00046
0.01717	0.00030
0.01717	0.00529
0.01717	0.00223
0.01717	-0.00099
0.01717	0.00142
0.01717	0.00110
0.01722	0.00255
0.01722	0.00400
0.01722	0.00304
0.01722	0.00142
0.01722	0.00062
0.01722	-0.00002
0.01722	-0.00067
0.01722	-0.00196
0.01722	0.00223
0.01722	0.00271
0.01722	0.00239
0.01728	0.00046
0.01728	-0.00083
0.01728	0.00030
0.01728	0.00191
0.01728	-0.00405
0.01728	-0.00115
0.01728	-0.00099
0.01728	-0.00405
0.01728	-0.00035
0.01728	0.00014
0.01733	-0.00083
0.01733	-0.00115
0.01733	-0.00099
0.01733	-0.00292
0.01733	-0.00164
0.01733	0.00159
0.01733	-0.00035
0.01733	0.00207
0.01733	0.00094
0.01733	-0.00083
0.01739	-0.00067
0.01739	0.00352
0.01739	0.00497
